,device,target,class_name,conf_branch_1,correct_branch_1,delta_inf_time_branch_1,cum_inf_time_branch_1,prediction_branch_1,conf_branch_2,correct_branch_2,delta_inf_time_branch_2,cum_inf_time_branch_2,prediction_branch_2
27,cpu,0,airplane,0.9448059797286987,1,0.012840509414672852,0.012840509414672852,0,0.9980819225311279,1,0.008863449096679688,0.02170395851135254,0
28,cpu,9,truck,0.9640644192695618,1,0.013468742370605469,0.013468742370605469,9,0.9967343807220459,1,0.009322166442871094,0.022790908813476562,9
29,cpu,6,frog,0.9928365349769592,1,0.013212442398071289,0.013212442398071289,6,0.9960275888442993,1,0.009019613265991211,0.0222320556640625,6
30,cpu,6,frog,0.9025702476501465,1,0.013164281845092773,0.013164281845092773,6,0.9131438732147217,1,0.009431123733520508,0.02259540557861328,6
31,cpu,5,dog,0.9768465161323547,1,0.013414382934570312,0.013414382934570312,5,0.9874233603477478,1,0.011594057083129883,0.025008440017700195,5
32,cpu,4,deer,0.957143247127533,1,0.015964031219482422,0.015964031219482422,4,0.9380910396575928,1,0.009037256240844727,0.02500128746032715,4
33,cpu,5,dog,0.7245312333106995,0,0.013065099716186523,0.013065099716186523,3,0.6559613347053528,1,0.009029865264892578,0.0220949649810791,5
34,cpu,9,truck,0.9998376369476318,1,0.013043403625488281,0.013043403625488281,9,0.9998797178268433,1,0.008842706680297852,0.021886110305786133,9
35,cpu,2,bird,0.4942493736743927,0,0.013035297393798828,0.013035297393798828,3,0.5411517024040222,0,0.008901834487915039,0.021937131881713867,8
36,cpu,4,deer,0.6552005410194397,0,0.01397562026977539,0.01397562026977539,7,0.6425172686576843,0,0.009321928024291992,0.023297548294067383,7
37,cpu,1,automobile,0.5069699883460999,1,0.013829469680786133,0.013829469680786133,1,0.7298768162727356,1,0.009085416793823242,0.022914886474609375,1
38,cpu,9,truck,0.9978030323982239,1,0.013458728790283203,0.013458728790283203,9,0.9999054670333862,1,0.009067535400390625,0.022526264190673828,9
39,cpu,5,dog,0.9926624298095703,1,0.013166427612304688,0.013166427612304688,5,0.9997356534004211,1,0.008913755416870117,0.022080183029174805,5
40,cpu,4,deer,0.5862866044044495,0,0.013166427612304688,0.013166427612304688,0,0.9264113903045654,1,0.009479999542236328,0.022646427154541016,4
41,cpu,6,frog,0.9924980998039246,1,0.013501405715942383,0.013501405715942383,6,0.9987867474555969,1,0.010311126708984375,0.023812532424926758,6
42,cpu,5,dog,0.38470831513404846,0,0.013782024383544922,0.013782024383544922,7,0.7473853230476379,0,0.008940935134887695,0.022722959518432617,7
43,cpu,6,frog,0.8256914615631104,1,0.013100862503051758,0.013100862503051758,6,0.996249258518219,1,0.008994579315185547,0.022095441818237305,6
44,cpu,0,airplane,0.602965235710144,1,0.013616800308227539,0.013616800308227539,0,0.4761412441730499,0,0.009152650833129883,0.022769451141357422,8
45,cpu,9,truck,0.9990184307098389,1,0.013784170150756836,0.013784170150756836,9,0.9996324777603149,1,0.010306119918823242,0.024090290069580078,9
46,cpu,3,cat,0.6004913449287415,1,0.013603925704956055,0.013603925704956055,3,0.6165207624435425,1,0.010192394256591797,0.02379631996154785,3
47,cpu,9,truck,0.5012081861495972,1,0.013750314712524414,0.013750314712524414,9,0.608426570892334,1,0.010100603103637695,0.02385091781616211,9
48,cpu,7,horse,0.5363404750823975,1,0.01302194595336914,0.01302194595336914,7,0.9710973501205444,1,0.010011434555053711,0.02303338050842285,7
49,cpu,6,frog,0.540202796459198,0,0.012618780136108398,0.012618780136108398,2,0.6605549454689026,0,0.008758306503295898,0.021377086639404297,2
50,cpu,9,truck,0.9272872805595398,1,0.012801885604858398,0.012801885604858398,9,0.9975718855857849,1,0.009761571884155273,0.022563457489013672,9
51,cpu,8,ship,0.9069370627403259,1,0.013721466064453125,0.013721466064453125,8,0.9865495562553406,1,0.009178638458251953,0.022900104522705078,8
52,cpu,0,airplane,0.2975212633609772,0,0.016171932220458984,0.016171932220458984,7,0.6251533031463623,1,0.008992910385131836,0.02516484260559082,0
53,cpu,3,cat,0.5141603350639343,0,0.015859603881835938,0.015859603881835938,5,0.9656529426574707,1,0.00977778434753418,0.025637388229370117,3
54,cpu,8,ship,0.9739717245101929,1,0.013684272766113281,0.013684272766113281,8,0.9881585240364075,1,0.009000062942504883,0.022684335708618164,8
55,cpu,8,ship,0.8894646763801575,1,0.012842178344726562,0.012842178344726562,8,0.9968452453613281,1,0.008820533752441406,0.02166271209716797,8
56,cpu,7,horse,0.6844024658203125,1,0.01607203483581543,0.01607203483581543,7,0.7331192493438721,1,0.009653806686401367,0.025725841522216797,7
57,cpu,7,horse,0.43570661544799805,0,0.013927936553955078,0.013927936553955078,3,0.5588548183441162,0,0.009246587753295898,0.023174524307250977,5
58,cpu,4,deer,0.41094303131103516,0,0.013207197189331055,0.013207197189331055,5,0.6311014294624329,0,0.00983572006225586,0.023042917251586914,2
59,cpu,6,frog,0.6625479459762573,0,0.014571189880371094,0.014571189880371094,3,0.4147467017173767,0,0.009355545043945312,0.023926734924316406,3
60,cpu,7,horse,0.7678087949752808,1,0.013681650161743164,0.013681650161743164,7,0.9223988652229309,1,0.009796619415283203,0.023478269577026367,7
61,cpu,3,cat,0.5225679874420166,0,0.01370096206665039,0.01370096206665039,5,0.6080024838447571,1,0.008822202682495117,0.022523164749145508,3
62,cpu,6,frog,0.5901272296905518,1,0.011684656143188477,0.011684656143188477,6,0.9836909770965576,1,0.008813619613647461,0.020498275756835938,6
63,cpu,3,cat,0.8719803690910339,1,0.013962030410766602,0.013962030410766602,3,0.989716112613678,1,0.0088653564453125,0.0228273868560791,3
64,cpu,6,frog,0.9063692688941956,1,0.012691020965576172,0.012691020965576172,6,0.9822230339050293,1,0.00912165641784668,0.02181267738342285,6
65,cpu,2,bird,0.6124667525291443,1,0.012920856475830078,0.012920856475830078,2,0.9795814156532288,1,0.008957386016845703,0.02187824249267578,2
66,cpu,1,automobile,0.5417051911354065,1,0.012684106826782227,0.012684106826782227,1,0.953002393245697,1,0.009335994720458984,0.02202010154724121,1
67,cpu,2,bird,0.4820219576358795,0,0.014658689498901367,0.014658689498901367,0,0.6179683804512024,0,0.010580301284790039,0.025238990783691406,6
68,cpu,3,cat,0.437334805727005,0,0.015572786331176758,0.015572786331176758,5,0.632310152053833,1,0.012502908706665039,0.028075695037841797,3
69,cpu,7,horse,0.609098494052887,1,0.014671564102172852,0.014671564102172852,7,0.5006023049354553,0,0.009936332702636719,0.02460789680480957,4
70,cpu,2,bird,0.5399966835975647,1,0.013425111770629883,0.013425111770629883,2,0.4504380226135254,0,0.009126424789428711,0.022551536560058594,8
71,cpu,6,frog,0.6907010078430176,0,0.015095710754394531,0.015095710754394531,3,0.9361425638198853,0,0.010447263717651367,0.0255429744720459,3
72,cpu,8,ship,0.8654691576957703,1,0.015803098678588867,0.015803098678588867,8,0.9651919603347778,1,0.010600805282592773,0.02640390396118164,8
73,cpu,8,ship,0.8852527141571045,1,0.014109134674072266,0.014109134674072266,8,0.9450705647468567,1,0.009280920028686523,0.02339005470275879,8
74,cpu,0,airplane,0.5148949027061462,1,0.013881921768188477,0.013881921768188477,0,0.9000079035758972,1,0.009598970413208008,0.023480892181396484,0
75,cpu,2,bird,0.9486958980560303,1,0.013945817947387695,0.013945817947387695,2,0.9981271624565125,1,0.00952768325805664,0.023473501205444336,2
76,cpu,9,truck,0.8144993782043457,0,0.014284133911132812,0.014284133911132812,0,0.9463282227516174,0,0.009063482284545898,0.02334761619567871,0
77,cpu,3,cat,0.6495047211647034,1,0.013696908950805664,0.013696908950805664,3,0.7837620377540588,1,0.009091854095458984,0.02278876304626465,3
78,cpu,3,cat,0.851539134979248,0,0.013925313949584961,0.013925313949584961,5,0.8314305543899536,0,0.008978843688964844,0.022904157638549805,5
79,cpu,8,ship,0.9760974645614624,1,0.01298832893371582,0.01298832893371582,8,0.9989963173866272,1,0.008982658386230469,0.02197098731994629,8
80,cpu,8,ship,0.9960330128669739,1,0.013862133026123047,0.013862133026123047,8,0.9979021549224854,1,0.009525775909423828,0.023387908935546875,8
81,cpu,1,automobile,0.9158270955085754,1,0.013302087783813477,0.013302087783813477,1,0.9577538967132568,1,0.009059429168701172,0.02236151695251465,1
82,cpu,1,automobile,0.9989266991615295,1,0.014113903045654297,0.014113903045654297,1,0.9999595880508423,1,0.009062528610229492,0.02317643165588379,1
83,cpu,7,horse,0.9782381057739258,1,0.012908220291137695,0.012908220291137695,7,0.9963487386703491,1,0.008839607238769531,0.021747827529907227,7
84,cpu,2,bird,0.8803538084030151,1,0.014437675476074219,0.014437675476074219,2,0.9728484153747559,1,0.009168148040771484,0.023605823516845703,2
85,cpu,5,dog,0.22299206256866455,0,0.013508796691894531,0.013508796691894531,4,0.5510117411613464,0,0.009496688842773438,0.02300548553466797,7
86,cpu,2,bird,0.27351269125938416,0,0.014184236526489258,0.014184236526489258,5,0.8420102596282959,1,0.009372711181640625,0.023556947708129883,2
87,cpu,7,horse,0.5697140693664551,1,0.013274908065795898,0.013274908065795898,7,0.37994349002838135,1,0.009622335433959961,0.02289724349975586,7
88,cpu,8,ship,0.9881306886672974,1,0.014221429824829102,0.014221429824829102,8,0.9979694485664368,1,0.010076522827148438,0.02429795265197754,8
89,cpu,9,truck,0.956838846206665,1,0.013793706893920898,0.013793706893920898,9,0.9873372912406921,1,0.00980520248413086,0.023598909378051758,9
90,cpu,0,airplane,0.994183361530304,1,0.014331817626953125,0.014331817626953125,0,0.9978552460670471,1,0.00931859016418457,0.023650407791137695,0
91,cpu,3,cat,0.510063648223877,0,0.013298273086547852,0.013298273086547852,6,0.9605115056037903,0,0.00955343246459961,0.02285170555114746,6
92,cpu,8,ship,0.9963614344596863,1,0.013994693756103516,0.013994693756103516,8,0.9990899562835693,1,0.00972747802734375,0.023722171783447266,8
93,cpu,6,frog,0.9562246799468994,1,0.013644933700561523,0.013644933700561523,6,0.9998636245727539,1,0.010098457336425781,0.023743391036987305,6
94,cpu,4,deer,0.8356190919876099,1,0.013646125793457031,0.013646125793457031,4,0.6868237257003784,1,0.009413480758666992,0.023059606552124023,4
95,cpu,6,frog,0.8073004484176636,1,0.013427734375,0.013427734375,6,0.9071950912475586,1,0.009075164794921875,0.022502899169921875,6
96,cpu,6,frog,0.9555467367172241,1,0.014418363571166992,0.014418363571166992,6,0.9469608068466187,1,0.010004520416259766,0.024422883987426758,6
97,cpu,0,airplane,0.6021345257759094,1,0.013969659805297852,0.013969659805297852,0,0.9328504204750061,1,0.010056734085083008,0.02402639389038086,0
98,cpu,0,airplane,0.9561747312545776,1,0.014153242111206055,0.014153242111206055,0,0.9708707928657532,1,0.010242938995361328,0.024396181106567383,0
99,cpu,7,horse,0.8331553339958191,1,0.013649225234985352,0.013649225234985352,7,0.9972020387649536,1,0.01001596450805664,0.023665189743041992,7
100,cpu,4,deer,0.6281158924102783,1,0.014686822891235352,0.014686822891235352,4,0.5244139432907104,0,0.009744882583618164,0.024431705474853516,7
101,cpu,5,dog,0.8060609102249146,1,0.013837575912475586,0.013837575912475586,5,0.8624487519264221,1,0.00970005989074707,0.023537635803222656,5
102,cpu,6,frog,0.8653268218040466,1,0.014079570770263672,0.014079570770263672,6,0.9667444825172424,1,0.009292125701904297,0.02337169647216797,6
103,cpu,3,cat,0.9576047658920288,1,0.013716459274291992,0.013716459274291992,3,0.9900627732276917,1,0.009486675262451172,0.023203134536743164,3
104,cpu,1,automobile,0.9888810515403748,1,0.014687299728393555,0.014687299728393555,1,0.9996904134750366,1,0.011576652526855469,0.026263952255249023,1
105,cpu,1,automobile,0.990478515625,1,0.013911962509155273,0.013911962509155273,1,0.9998124241828918,1,0.009909391403198242,0.023821353912353516,1
106,cpu,3,cat,0.401638388633728,1,0.014187812805175781,0.014187812805175781,3,0.5207859873771667,1,0.009773731231689453,0.023961544036865234,3
107,cpu,6,frog,0.9952918291091919,1,0.01349639892578125,0.01349639892578125,6,0.9993915557861328,1,0.010241031646728516,0.023737430572509766,6
108,cpu,8,ship,0.9654172658920288,1,0.01481008529663086,0.01481008529663086,8,0.9592857956886292,1,0.010036230087280273,0.024846315383911133,8
109,cpu,7,horse,0.5173851251602173,1,0.013615131378173828,0.013615131378173828,7,0.9886627793312073,1,0.010004758834838867,0.023619890213012695,7
110,cpu,4,deer,0.9248790144920349,1,0.014094829559326172,0.014094829559326172,4,0.8853241205215454,1,0.009886980056762695,0.023981809616088867,4
111,cpu,0,airplane,0.9652104377746582,1,0.01363062858581543,0.01363062858581543,0,0.9820331931114197,1,0.010114192962646484,0.023744821548461914,0
112,cpu,6,frog,0.7418146133422852,0,0.014627218246459961,0.014627218246459961,2,0.9379253387451172,0,0.010459661483764648,0.02508687973022461,2
113,cpu,2,bird,0.9473711848258972,1,0.013925313949584961,0.013925313949584961,2,0.9988609552383423,1,0.010090351104736328,0.02401566505432129,2
114,cpu,1,automobile,0.8787850737571716,1,0.014432668685913086,0.014432668685913086,1,0.9682287573814392,1,0.009845972061157227,0.024278640747070312,1
115,cpu,3,cat,0.7945488691329956,1,0.013943672180175781,0.013943672180175781,3,0.9908427000045776,1,0.010643959045410156,0.024587631225585938,3
116,cpu,0,airplane,0.8909057974815369,1,0.014852762222290039,0.014852762222290039,0,0.9409344792366028,1,0.010504007339477539,0.025356769561767578,0
117,cpu,4,deer,0.4497756361961365,1,0.01383829116821289,0.01383829116821289,4,0.8966202735900879,1,0.010432958602905273,0.024271249771118164,4
118,cpu,2,bird,0.3823785185813904,0,0.014341354370117188,0.014341354370117188,3,0.5830054879188538,0,0.009792327880859375,0.024133682250976562,3
119,cpu,7,horse,0.7788906097412109,1,0.013744592666625977,0.013744592666625977,7,0.9446760416030884,1,0.009797334671020508,0.023541927337646484,7
120,cpu,8,ship,0.711090087890625,1,0.014765024185180664,0.014765024185180664,8,0.6031835079193115,1,0.01027536392211914,0.025040388107299805,8
121,cpu,3,cat,0.7419096827507019,1,0.013637542724609375,0.013637542724609375,3,0.8356940746307373,1,0.00980067253112793,0.023438215255737305,3
122,cpu,1,automobile,0.9783701300621033,1,0.014363765716552734,0.014363765716552734,1,0.9989719390869141,1,0.01001286506652832,0.024376630783081055,1
123,cpu,2,bird,0.9771189093589783,1,0.014097213745117188,0.014097213745117188,2,0.9367547631263733,1,0.01031184196472168,0.024409055709838867,2
124,cpu,8,ship,0.8975889682769775,1,0.015221357345581055,0.015221357345581055,8,0.8207522034645081,1,0.010190963745117188,0.025412321090698242,8
125,cpu,0,airplane,0.3986812233924866,0,0.013830900192260742,0.013830900192260742,8,0.5617790818214417,1,0.010093450546264648,0.02392435073852539,0
126,cpu,8,ship,0.9955984354019165,1,0.014444828033447266,0.014444828033447266,8,0.9990000128746033,1,0.01005697250366211,0.024501800537109375,8
127,cpu,3,cat,0.4697713851928711,1,0.01397085189819336,0.01397085189819336,3,0.5704494714736938,1,0.010127782821655273,0.024098634719848633,3
128,cpu,5,dog,0.3840235769748688,0,0.014972209930419922,0.014972209930419922,3,0.7148317098617554,0,0.010335445404052734,0.025307655334472656,3
129,cpu,2,bird,0.5820249915122986,0,0.014005899429321289,0.014005899429321289,0,0.5351219177246094,1,0.010207414627075195,0.024213314056396484,2
130,cpu,4,deer,0.969148576259613,1,0.014528989791870117,0.014528989791870117,4,0.9689422845840454,1,0.010473966598510742,0.02500295639038086,4
131,cpu,1,automobile,0.9736282825469971,1,0.014067888259887695,0.014067888259887695,1,0.9997994303703308,1,0.010279655456542969,0.024347543716430664,1
132,cpu,8,ship,0.9972109198570251,1,0.01495981216430664,0.01495981216430664,8,0.9996585845947266,1,0.010358810424804688,0.025318622589111328,8
133,cpu,9,truck,0.9992589354515076,1,0.01397848129272461,0.01397848129272461,9,0.9997745156288147,1,0.01013040542602539,0.02410888671875,9
134,cpu,1,automobile,0.24777133762836456,1,0.014619827270507812,0.014619827270507812,1,0.5019899010658264,1,0.010214090347290039,0.02483391761779785,1
135,cpu,2,bird,0.8170188069343567,1,0.013713836669921875,0.013713836669921875,2,0.9995669722557068,1,0.00986790657043457,0.023581743240356445,2
136,cpu,9,truck,0.9583200812339783,1,0.015023946762084961,0.015023946762084961,9,0.9982194304466248,1,0.010410308837890625,0.025434255599975586,9
137,cpu,7,horse,0.49257132411003113,1,0.013883590698242188,0.013883590698242188,7,0.9767972826957703,1,0.010047197341918945,0.023930788040161133,7
138,cpu,2,bird,0.8119702935218811,1,0.01481485366821289,0.01481485366821289,2,0.9203176498413086,1,0.010315895080566406,0.025130748748779297,2
139,cpu,9,truck,0.983352541923523,0,0.014579057693481445,0.014579057693481445,8,0.7953270673751831,0,0.014362096786499023,0.02894115447998047,8
140,cpu,6,frog,0.8297670483589172,1,0.014857292175292969,0.014857292175292969,6,0.9773262143135071,1,0.010278940200805664,0.025136232376098633,6
141,cpu,5,dog,0.8853703737258911,1,0.013854503631591797,0.013854503631591797,5,0.8333558440208435,1,0.010090351104736328,0.023944854736328125,5
142,cpu,6,frog,0.9706137776374817,1,0.014548778533935547,0.014548778533935547,6,0.9972647428512573,1,0.009956598281860352,0.0245053768157959,6
143,cpu,3,cat,0.6345548033714294,0,0.013797760009765625,0.013797760009765625,5,0.7363249063491821,0,0.010170698165893555,0.02396845817565918,5
144,cpu,8,ship,0.9648922085762024,1,0.014637947082519531,0.014637947082519531,8,0.9912571907043457,1,0.010087966918945312,0.024725914001464844,8
145,cpu,7,horse,0.6754636764526367,0,0.01396036148071289,0.01396036148071289,2,0.7377373576164246,1,0.010247468948364258,0.02420783042907715,7
146,cpu,6,frog,0.7727429866790771,1,0.014492034912109375,0.014492034912109375,6,0.9548830986022949,1,0.010208845138549805,0.02470088005065918,6
147,cpu,2,bird,0.6207016706466675,0,0.013743877410888672,0.013743877410888672,6,0.8807821273803711,0,0.01008462905883789,0.023828506469726562,6
148,cpu,5,dog,0.8979337811470032,1,0.018091917037963867,0.018091917037963867,5,0.9581937789916992,1,0.010478496551513672,0.02857041358947754,5
149,cpu,2,bird,0.4060094356536865,1,0.013858556747436523,0.013858556747436523,2,0.392105370759964,1,0.010415315628051758,0.02427387237548828,2
150,cpu,8,ship,0.6792460083961487,1,0.014682292938232422,0.014682292938232422,8,0.9623696804046631,1,0.010112524032592773,0.024794816970825195,8
151,cpu,9,truck,0.9798732995986938,1,0.014491558074951172,0.014491558074951172,9,0.9993382096290588,1,0.01042628288269043,0.0249178409576416,9
152,cpu,6,frog,0.7809459567070007,1,0.015406370162963867,0.015406370162963867,6,0.994865357875824,1,0.010508298873901367,0.025914669036865234,6
153,cpu,0,airplane,0.7336307764053345,1,0.013865470886230469,0.013865470886230469,0,0.9456139802932739,1,0.01024317741394043,0.0241086483001709,0
154,cpu,0,airplane,0.9092369079589844,1,0.01463460922241211,0.01463460922241211,0,0.9940006136894226,1,0.010162353515625,0.02479696273803711,0
155,cpu,5,dog,0.5064501166343689,0,0.013710737228393555,0.013710737228393555,3,0.9911165237426758,1,0.010092735290527344,0.0238034725189209,5
156,cpu,2,bird,0.3999539315700531,0,0.014794588088989258,0.014794588088989258,6,0.6021472811698914,0,0.012590646743774414,0.027385234832763672,3
157,cpu,9,truck,0.9601280689239502,1,0.014261484146118164,0.014261484146118164,9,0.9983378648757935,1,0.010260343551635742,0.024521827697753906,9
158,cpu,5,dog,0.4998649060726166,0,0.01467752456665039,0.01467752456665039,3,0.6098979115486145,0,0.010925769805908203,0.025603294372558594,3
159,cpu,4,deer,0.8809722661972046,1,0.014902830123901367,0.014902830123901367,4,0.9985818862915039,1,0.011479854583740234,0.0263826847076416,4
160,cpu,2,bird,0.8936964869499207,1,0.016322612762451172,0.016322612762451172,2,0.9929465651512146,1,0.012175321578979492,0.028497934341430664,2
161,cpu,1,automobile,0.9935389161109924,1,0.013958454132080078,0.013958454132080078,1,0.9996534585952759,1,0.010088920593261719,0.024047374725341797,1
162,cpu,6,frog,0.4831104576587677,0,0.014440298080444336,0.014440298080444336,3,0.6022124886512756,0,0.010199785232543945,0.02464008331298828,3
163,cpu,6,frog,0.9801682233810425,1,0.01372838020324707,0.01372838020324707,6,0.9935534000396729,1,0.010140180587768555,0.023868560791015625,6
164,cpu,8,ship,0.6807321906089783,0,0.014678955078125,0.014678955078125,0,0.5726657509803772,0,0.010575294494628906,0.025254249572753906,0
165,cpu,4,deer,0.5444804430007935,1,0.013829469680786133,0.013829469680786133,4,0.5558630228042603,0,0.0100555419921875,0.023885011672973633,2
166,cpu,8,ship,0.9767590761184692,1,0.01436614990234375,0.01436614990234375,8,0.9772855639457703,1,0.01004934310913086,0.02441549301147461,8
167,cpu,4,deer,0.8078374266624451,1,0.013895750045776367,0.013895750045776367,4,0.8788247108459473,1,0.010341405868530273,0.02423715591430664,4
168,cpu,5,dog,0.47079116106033325,1,0.014601707458496094,0.014601707458496094,5,0.6988791823387146,1,0.01038670539855957,0.024988412857055664,5
169,cpu,0,airplane,0.6659166812896729,1,0.013759374618530273,0.013759374618530273,0,0.9736225008964539,1,0.010120868682861328,0.0238802433013916,0
170,cpu,9,truck,0.8722324371337891,1,0.014373064041137695,0.014373064041137695,9,0.9748610258102417,1,0.010169029235839844,0.02454209327697754,9
171,cpu,9,truck,0.6628643870353699,1,0.013643741607666016,0.013643741607666016,9,0.410806268453598,0,0.010295391082763672,0.023939132690429688,7
172,cpu,9,truck,0.7727396488189697,1,0.014542579650878906,0.014542579650878906,9,0.9405055642127991,1,0.010362386703491211,0.024904966354370117,9
173,cpu,8,ship,0.9484061598777771,1,0.01467442512512207,0.01467442512512207,8,0.990969717502594,1,0.01176595687866211,0.02644038200378418,8
174,cpu,9,truck,0.9560123682022095,1,0.013883829116821289,0.013883829116821289,9,0.9994807839393616,1,0.010345458984375,0.02422928810119629,9
175,cpu,9,truck,0.970436692237854,1,0.013805150985717773,0.013805150985717773,9,0.9768140912055969,1,0.010476350784301758,0.02428150177001953,9
176,cpu,3,cat,0.4482698440551758,1,0.013911247253417969,0.013911247253417969,3,0.8290767669677734,1,0.01058340072631836,0.024494647979736328,3
177,cpu,7,horse,0.9751759767532349,1,0.013777732849121094,0.013777732849121094,7,0.9995670914649963,1,0.010210514068603516,0.02398824691772461,7
178,cpu,5,dog,0.5214840173721313,1,0.013815164566040039,0.013815164566040039,5,0.6803479194641113,0,0.010208606719970703,0.024023771286010742,3
179,cpu,0,airplane,0.7568811774253845,1,0.01358652114868164,0.01358652114868164,0,0.9715898036956787,1,0.010311126708984375,0.023897647857666016,0
180,cpu,0,airplane,0.8033414483070374,1,0.01472783088684082,0.01472783088684082,0,0.926227867603302,1,0.010213613510131836,0.024941444396972656,0
181,cpu,5,dog,0.827418327331543,1,0.013695001602172852,0.013695001602172852,5,0.9919189810752869,1,0.01017904281616211,0.02387404441833496,5
182,cpu,2,bird,0.44111305475234985,1,0.014615535736083984,0.014615535736083984,2,0.9958236217498779,1,0.010255575180053711,0.024871110916137695,2
183,cpu,2,bird,0.4905414581298828,1,0.013772726058959961,0.013772726058959961,2,0.9554994702339172,1,0.010365724563598633,0.024138450622558594,2
184,cpu,3,cat,0.27944374084472656,0,0.014737367630004883,0.014737367630004883,5,0.7832295894622803,0,0.010390520095825195,0.025127887725830078,0
185,cpu,8,ship,0.9949433207511902,1,0.013715505599975586,0.013715505599975586,8,0.9996050000190735,1,0.010070562362670898,0.023786067962646484,8
186,cpu,6,frog,0.444541871547699,0,0.01456141471862793,0.01456141471862793,2,0.7865771651268005,1,0.010213851928710938,0.024775266647338867,6
187,cpu,3,cat,0.8140246868133545,1,0.014627218246459961,0.014627218246459961,3,0.982957661151886,1,0.010503530502319336,0.025130748748779297,3
